descricao;ano_inicial;ano_final;anos_distintos;preco_inicial;preco_final;variacao_nominal_pct;ipca_periodo_pct;variacao_real_pct;diagnostico
ESOMEPRAZOL 40MG CP;2016;2019;3;0.39;0.34;-13.59;11.41;-24.32;✅ Boa gestão — ficou abaixo do IPCA
BROMETO DE N-BUTIL ESCOPOLAMINA 10MG CPR;2016;2020;4;0.39;0.35;-10.26;16.45;-24.32;✅ Boa gestão — ficou abaixo do IPCA
BATERIA RECARREGÁVEL DE NICAD 3,5V PARA OTOSCÓPIO MODELO 723;2019;2021;3;377.0;328.12;-12.97;15.03;-24.34;✅ Boa gestão — ficou abaixo do IPCA
COLETE PUTTI ALTO;2015;2025;4;235.0;293.0;24.68;64.79;-24.34;✅ Boa gestão — ficou abaixo do IPCA
TORNEIRA METAL P/ LAVATORIO 3/4 SIMPLES;2015;2018;4;34.5;29.59;-14.23;13.53;-24.45;✅ Boa gestão — ficou abaixo do IPCA
FIAT UNO (10 - ) 4P VIVACE 1.0 EVO FLEX 2014;2020;2022;3;70.5;62.0;-12.06;16.43;-24.48;✅ Boa gestão — ficou abaixo do IPCA
COLCHETE Nº 15;2015;2018;4;10.5;9.0;-14.29;13.53;-24.48;✅ Boa gestão — ficou abaixo do IPCA
CAPACITOR 380V 35 MF.;2015;2018;4;20.9;17.89;-14.4;13.53;-24.59;✅ Boa gestão — ficou abaixo do IPCA
LAMPARINA DE INOX 60ML;2020;2025;5;30.0;30.12;0.4;33.14;-24.59;✅ Boa gestão — ficou abaixo do IPCA
BOBINA DE SENHA NUMERICA 00 A 99;2020;2024;3;10.0;9.63;-3.7;27.7;-24.63;✅ Boa gestão — ficou abaixo do IPCA
POLPA DE MORANGO;2018;2021;3;75.0;67.75;-9.67;19.99;-24.7;✅ Boa gestão — ficou abaixo do IPCA
CARVÃO VEGETAL PARA CHURRASCO;2020;2023;3;22.35;20.5;-8.28;21.81;-24.7;✅ Boa gestão — ficou abaixo do IPCA
BOCAL PARA LÂMPADA DICROICA 240V - 3A;2019;2021;3;15.75;13.63;-13.46;15.03;-24.74;✅ Boa gestão — ficou abaixo do IPCA
EXTIRPA NERVOS Nº 15 DE 21MM;2022;2025;4;36.3;31.21;-14.02;14.35;-24.81;✅ Boa gestão — ficou abaixo do IPCA
LAMPADA ELETRÔNICA 15 WATS (ECONOMICA);2015;2017;3;5.8;4.77;-17.76;9.43;-24.83;✅ Boa gestão — ficou abaixo do IPCA
BIELA PARA SCHULZ E PRESSURE;2022;2025;4;76.2;65.5;-14.05;14.35;-24.83;✅ Boa gestão — ficou abaixo do IPCA
MEMBRANA OSMOSE REVERSA TW30-1812-100;2019;2022;4;435.0;397.75;-8.56;21.69;-24.87;✅ Boa gestão — ficou abaixo do IPCA
CASQUETE PARA TRACIONADOR GRANDE;2022;2024;3;31.0;25.52;-17.68;9.68;-24.92;✅ Boa gestão — ficou abaixo do IPCA
ARCO OSTBY INFANTIL DOBRÁVEL;2020;2025;5;7.78;7.77;-0.13;33.14;-24.96;✅ Boa gestão — ficou abaixo do IPCA
INDAPAMIDA 1,5MG CPR;2016;2019;3;0.17;0.14;-17.65;11.41;-25.0;✅ Boa gestão — ficou abaixo do IPCA
VITAMINAS DO COMPLEXO B 5/1/30/4/3 MG;2015;2018;4;0.04;0.03;-10.86;13.53;-25.0;✅ Boa gestão — ficou abaixo do IPCA
SINVASTATINA 20MG;2015;2018;4;0.06;0.05;-11.44;13.53;-25.0;✅ Boa gestão — ficou abaixo do IPCA
CILOSTAZOL 100MG CPR;2016;2019;3;0.47;0.39;-17.87;11.41;-25.0;✅ Boa gestão — ficou abaixo do IPCA
MORFINA 10MG/ML INJETÁVEL 1ML;2015;2018;3;1.72;1.47;-14.53;13.53;-25.0;✅ Boa gestão — ficou abaixo do IPCA
SINVASTATINA 20MG CPR, EM BLISTER.;2019;2024;5;0.05;0.05;0.0;33.47;-25.0;✅ Boa gestão — ficou abaixo do IPCA
YAMAHA XTZ TÉNÉRÉ 250CC 2011;2019;2024;5;10.0;10.0;0.0;33.47;-25.0;✅ Boa gestão — ficou abaixo do IPCA
BUCHA DE NYLON 6MM CONVECIONAL DE MÁXIMA QUALIDADE;2015;2018;4;0.1;0.08;-15.0;13.53;-25.0;✅ Boa gestão — ficou abaixo do IPCA
CITALOPRAM 20MG CPR;2016;2020;4;0.13;0.12;-11.54;16.45;-25.0;✅ Boa gestão — ficou abaixo do IPCA
CLORETO DE POTÁSSIO 19,1% 10ML;2015;2018;3;0.24;0.2;-15.98;13.53;-25.0;✅ Boa gestão — ficou abaixo do IPCA
CLORETO DE POTÁSSIO 10% SOL  INJ 10ML;2016;2019;3;0.25;0.22;-13.04;11.41;-25.0;✅ Boa gestão — ficou abaixo do IPCA
CALCIO CITRATO MALATO + VITAMINA D;2016;2019;3;2.21;1.85;-16.29;11.41;-25.0;✅ Boa gestão — ficou abaixo do IPCA
ENALAPRIL, MALEATO 20MG;2015;2018;3;0.04;0.04;-20.0;13.53;-25.0;✅ Boa gestão — ficou abaixo do IPCA
DISCO DE FELTRO 8MM;2015;2018;3;23.5;20.0;-14.89;13.53;-25.02;✅ Boa gestão — ficou abaixo do IPCA
AUTORIZAÇÃO SAÍDA DE VEÍCULOS;2016;2021;6;3.65;3.5;-4.11;28.16;-25.07;✅ Boa gestão — ficou abaixo do IPCA
CAMPO CIRÚRGICO FENESTRADO 50 X 50 CM;2015;2020;4;27.5;25.5;-7.27;23.77;-25.09;✅ Boa gestão — ficou abaixo do IPCA
PINÇA HEMOSTÁTICA KELLY CURVA 14CM;2020;2024;4;22.0;21.03;-4.41;27.7;-25.1;✅ Boa gestão — ficou abaixo do IPCA
AGUA SANITÁRIA  COM 5 LITROS.;2015;2020;3;6.2;5.74;-7.42;23.77;-25.16;✅ Boa gestão — ficou abaixo do IPCA
METRONIDAZOL 4% SUSP. ORAL 80 ML;2018;2020;3;7.35;5.99;-18.5;9.02;-25.19;✅ Boa gestão — ficou abaixo do IPCA
SWITCH 48 PORTAS;2022;2025;3;2949.5;2522.0;-14.49;14.35;-25.22;✅ Boa gestão — ficou abaixo do IPCA
VASSOURA NYLON;2018;2021;4;8.81;7.9;-10.33;19.99;-25.26;✅ Boa gestão — ficou abaixo do IPCA
CAMISA DO CILINDRO 69,1 X 63,7 X 48,1MM;2022;2025;4;140.5;120.0;-14.59;14.35;-25.31;✅ Boa gestão — ficou abaixo do IPCA
JOELHO SOLDÁVEL 50 X 45º;2015;2021;6;3.98;4.05;1.76;36.22;-25.38;✅ Boa gestão — ficou abaixo do IPCA
BOLA DE BASQUETE OFICIAL;2023;2025;3;64.99;53.0;-18.45;9.3;-25.4;✅ Boa gestão — ficou abaixo do IPCA
VENTILADOR DE PAREDE;2016;2025;4;188.4;217.82;15.61;55.04;-25.43;✅ Boa gestão — ficou abaixo do IPCA
TONER HP CB436A HP LASERJET P1505/M1120;2018;2023;6;384.8;381.0;-0.99;32.8;-25.44;✅ Boa gestão — ficou abaixo do IPCA
ÁLCOOL 70 % ALCOOL ETÍLICO HIDRATADO.EMBALAGEM DE 1 LITRO.;2015;2019;4;4.06;3.59;-11.69;18.42;-25.46;✅ Boa gestão — ficou abaixo do IPCA
TESOURA CIRÚRGICA IRIS RETA 12CM;2020;2025;5;12.0;11.9;-0.83;33.14;-25.57;✅ Boa gestão — ficou abaixo do IPCA
PORTA AGULHA CASTROVIEJO SIMPLES 14CM;2020;2025;5;140.0;138.71;-0.92;33.14;-25.59;✅ Boa gestão — ficou abaixo do IPCA
CABO PARA BISTURI EM AÇO INOX, Nº3;2015;2024;3;5.3;6.23;17.59;58.06;-25.63;✅ Boa gestão — ficou abaixo do IPCA
BALA MASTIGAVEL SABORES DIVERSOS;2018;2024;5;8.8;9.1;3.41;39.22;-25.68;✅ Boa gestão — ficou abaixo do IPCA
FORD FIESTA HATCH 1.6 FLEX 1.6 FLEX 2012;2018;2022;4;20.0;18.87;-5.65;26.94;-25.71;✅ Boa gestão — ficou abaixo do IPCA
FORD FIESTA HATCH SE 1.6 FLEX 2014;2018;2022;4;20.0;18.87;-5.65;26.94;-25.71;✅ Boa gestão — ficou abaixo do IPCA
FIAT IDEA G1 HLX 1.8 8V FIRE FLEX 2006;2018;2022;4;20.0;18.87;-5.65;26.94;-25.71;✅ Boa gestão — ficou abaixo do IPCA
CHEVROLET BLAZER ADVANTAGE 2.4 FLEXPOWER 4X2 2009;2018;2022;4;20.0;18.87;-5.65;26.94;-25.71;✅ Boa gestão — ficou abaixo do IPCA
ESQUICHO 1 1/2;2015;2023;7;28.0;31.36;12.01;50.77;-25.71;✅ Boa gestão — ficou abaixo do IPCA
FRALDA DESCARTÁVEL INFANTIL TAMANHO P PESO MÁXIMO DE 6KG ATÉ;2016;2019;3;0.37;0.31;-16.22;11.41;-25.71;✅ Boa gestão — ficou abaixo do IPCA
BALDE 20 LITROS;2016;2021;4;20.5;19.5;-4.88;28.16;-25.76;✅ Boa gestão — ficou abaixo do IPCA
CLIPS TAMANHO 2/0;2015;2018;4;1.14;0.96;-16.16;13.53;-25.76;✅ Boa gestão — ficou abaixo do IPCA
PÓ DE PEDRA - INCLUSO FRETE;2021;2025;5;49.0;44.0;-10.2;20.97;-25.77;✅ Boa gestão — ficou abaixo do IPCA
FÓRMULA ELEMENTAR À BASE DE 100% DE AMINOÁCIDOS LIVRES;2016;2023;4;190.0;200.0;5.26;41.85;-25.79;✅ Boa gestão — ficou abaixo do IPCA
SABONETE - EM BARRA DE 13 GRAMAS;2016;2020;4;0.33;0.28;-15.15;16.45;-25.81;✅ Boa gestão — ficou abaixo do IPCA
CIANOCOBALAMINA 1000MCG/ML AMP. 2ML;2016;2019;3;2.97;2.45;-17.51;11.41;-25.81;✅ Boa gestão — ficou abaixo do IPCA
BROCA  Nº 703 PARA PEÇA DE MÃO;2020;2025;5;9.0;8.88;-1.33;33.14;-25.86;✅ Boa gestão — ficou abaixo do IPCA
BETAISTINA 24MG CPR;2016;2019;4;0.28;0.24;-15.19;11.41;-25.93;✅ Boa gestão — ficou abaixo do IPCA
AREIA LAVADA MÉDIA P/ USO NA CONSTRUÇÃO CIVIL - INCLUSO FRET;2021;2025;5;59.9;53.65;-10.43;20.97;-25.96;✅ Boa gestão — ficou abaixo do IPCA
TE SOLDAVEL 75MM;2015;2021;6;39.9;40.22;0.81;36.22;-26.0;✅ Boa gestão — ficou abaixo do IPCA
PILHA PALITO ALCALINAS  (AAA) 1,5 VOLTS;2020;2024;4;5.18;4.9;-5.41;27.7;-26.01;✅ Boa gestão — ficou abaixo do IPCA
BOBINA DE SENHA NUMERICA 000 A 999;2020;2024;4;10.2;9.63;-5.59;27.7;-26.09;✅ Boa gestão — ficou abaixo do IPCA
ROTOR DE REPOSICAO EXTRA TORQUE 605 PB;2018;2025;5;218.0;233.8;7.25;45.15;-26.11;✅ Boa gestão — ficou abaixo do IPCA
PAPEL CARBONO FILME A4 - 29,7 CM X 21 CM;2020;2024;3;45.75;43.15;-5.68;27.7;-26.14;✅ Boa gestão — ficou abaixo do IPCA
FILTRO DE BRONZE SINTERIZADO 25MM;2022;2025;4;33.64;28.4;-15.56;14.35;-26.18;✅ Boa gestão — ficou abaixo do IPCA
COLCHETE Nº 14;2015;2018;4;10.5;8.8;-16.19;13.53;-26.19;✅ Boa gestão — ficou abaixo do IPCA
DIETA ENTERAL/ORAL NUTRICIONALMENTE COMPLETA PARA CRIANÇAS D;2016;2020;3;149.0;128.0;-14.09;16.45;-26.22;✅ Boa gestão — ficou abaixo do IPCA
CANO ESPONJOSO ¼ - BARRA DE 2 METROS;2016;2021;5;3.0;2.83;-5.67;28.16;-26.24;✅ Boa gestão — ficou abaixo do IPCA
CANO ESPONJOSO 3/8 - BARRA DE 2 METROS;2016;2021;5;3.0;2.83;-5.67;28.16;-26.24;✅ Boa gestão — ficou abaixo do IPCA
CANO ESPONJOSO 5/8 - BARRA DE 2 METROS;2016;2021;5;3.0;2.83;-5.67;28.16;-26.24;✅ Boa gestão — ficou abaixo do IPCA
CANO ESPONJOSO ½ - BARRA DE 2 METROS;2016;2021;5;3.0;2.83;-5.67;28.16;-26.24;✅ Boa gestão — ficou abaixo do IPCA
TUBO DE CONCRETO D: 800 MM CA1;2017;2023;3;185.0;188.0;1.62;37.78;-26.25;✅ Boa gestão — ficou abaixo do IPCA
LENÇOL DESCARTÁVEL;2018;2023;6;8.3;8.13;-2.05;32.8;-26.27;✅ Boa gestão — ficou abaixo do IPCA
CAPACITOR 380V 55 MF.;2015;2018;4;28.5;23.85;-16.32;13.53;-26.28;✅ Boa gestão — ficou abaixo do IPCA
APAGADOR PARA QUADRO BRANCO.;2018;2022;5;4.37;4.09;-6.48;26.94;-26.3;✅ Boa gestão — ficou abaixo do IPCA
BALDE 10 LITROS;2018;2021;3;6.9;6.1;-11.59;19.99;-26.32;✅ Boa gestão — ficou abaixo do IPCA
TAMPA DA CABEÇA DO CONTRA ANGULO DENTEFLEX;2021;2025;5;26.81;23.9;-10.85;20.97;-26.32;✅ Boa gestão — ficou abaixo do IPCA
CIRCUITO DE POTENCIA VDR / VAR;2022;2025;4;878.43;740.0;-15.76;14.35;-26.33;✅ Boa gestão — ficou abaixo do IPCA
BRAÇADEIRA DE NYLON COM VELCRO ADULTO COM MANGUITO EM PVC 2;2018;2021;4;25.0;22.1;-11.6;19.99;-26.34;✅ Boa gestão — ficou abaixo do IPCA
CENOURA SEM FOLHAS C/ ENTREGA NA CENTRAL DE MERENDA;2015;2018;3;2.54;2.12;-16.54;13.53;-26.38;✅ Boa gestão — ficou abaixo do IPCA
CARTUCHO DESKJET HP 22 COLORIDO (ORIGINAL);2020;2024;4;123.36;115.99;-5.97;27.7;-26.38;✅ Boa gestão — ficou abaixo do IPCA
BALA DE GOMA CONFEITADA;2018;2024;5;8.78;9.0;2.51;39.22;-26.39;✅ Boa gestão — ficou abaixo do IPCA
SOPRADOR À GASOLINA 4,0CV/3,0KW, CONFORME TERMO DE REFERÊNCIA.;2019;2023;4;2231.04;2090.0;-6.32;27.32;-26.42;✅ Boa gestão — ficou abaixo do IPCA
PENTOXIFILINA 400MG CPR;2016;2019;3;0.56;0.46;-18.44;11.41;-26.42;✅ Boa gestão — ficou abaixo do IPCA
"CANO COBRE ½;";2016;2021;5;16.0;15.08;-5.75;28.16;-26.45;✅ Boa gestão — ficou abaixo do IPCA
NORTRIPTILINA 10MG CPR;2016;2019;3;0.37;0.3;-18.1;11.41;-26.47;✅ Boa gestão — ficou abaixo do IPCA
PRESSOSTATO 80/120 PSI;2016;2018;3;94.92;74.5;-21.51;6.81;-26.52;✅ Boa gestão — ficou abaixo do IPCA
FITA PVC 100MM BRANCA;2015;2021;6;3.77;3.78;0.27;36.22;-26.53;✅ Boa gestão — ficou abaixo do IPCA
EIXO DIANTEIRO CONTRA-ANGULO DABI;2016;2025;3;149.3;170.0;13.86;55.04;-26.56;✅ Boa gestão — ficou abaixo do IPCA
SONDA ENDOTRAQUEAL EM PVC COM BALÃO Nº 6,5;2015;2024;3;2.71;3.14;15.87;58.06;-26.57;✅ Boa gestão — ficou abaixo do IPCA
ALICATE ORTODÔNTICO 139;2019;2025;7;68.85;70.34;2.16;39.16;-26.59;✅ Boa gestão — ficou abaixo do IPCA
ALICATE ORTODÔNTICO TRIDENTE 200;2019;2025;7;68.87;70.34;2.13;39.16;-26.62;✅ Boa gestão — ficou abaixo do IPCA
PÊRA DE LÁTEX PARA ESFIGMOMANÔMETRO;2018;2023;6;8.31;8.1;-2.53;32.8;-26.64;✅ Boa gestão — ficou abaixo do IPCA
PINO ELASTICO ESPIRAL 1X1,45 KAVO (M.M E C.A);2022;2025;4;5.25;4.4;-16.19;14.35;-26.65;✅ Boa gestão — ficou abaixo do IPCA
ALENDRONATO DE SÓDIO 70MG, BLISTER COM 4CPR.;2019;2023;4;0.18;0.17;-4.01;27.32;-26.67;✅ Boa gestão — ficou abaixo do IPCA
SERVIÇO DE SERRALHEIRO/SOLDADOR (MÃO DE OBRA) COM DESLOCAMEN;2018;2021;4;150.0;131.95;-12.03;19.99;-26.68;✅ Boa gestão — ficou abaixo do IPCA
BRANCO DIAMANTE FORD POLIURETANO 3,6L;2015;2021;4;199.26;199.0;-0.13;36.22;-26.69;✅ Boa gestão — ficou abaixo do IPCA
ANESTÉSICO ARTICAINE 4% COM VASOCONSTRITOR EPINEFRINA 1:100.;2020;2024;4;125.02;117.0;-6.41;27.7;-26.72;✅ Boa gestão — ficou abaixo do IPCA
ANESTÉSICO INJETÁVEL - CETAMINA 10%;2020;2023;3;29.75;26.55;-10.76;21.81;-26.75;✅ Boa gestão — ficou abaixo do IPCA
SOCADOR DE FEIJÃO EM POLIETILENO;2016;2025;4;56.2;63.8;13.52;55.04;-26.76;✅ Boa gestão — ficou abaixo do IPCA
BUCHA DE NYLON 10MM CONVECIONAL DE MÁXIMA QUALIDADE;2015;2018;4;0.28;0.23;-17.86;13.53;-26.79;✅ Boa gestão — ficou abaixo do IPCA
TERMÔMETRO CLÍNICO DIGITAL.;2020;2024;3;10.49;9.8;-6.58;27.7;-26.89;✅ Boa gestão — ficou abaixo do IPCA
CAIXA ORGANIZADORA PLÁSTICA ALTA 36 LITROS;2020;2023;4;57.27;51.0;-10.95;21.81;-26.89;✅ Boa gestão — ficou abaixo do IPCA
REFIL MOP UMIDO;2016;2021;3;11.0;10.3;-6.36;28.16;-26.96;✅ Boa gestão — ficou abaixo do IPCA
LIMA C PILOT MANUAL 08 DE 25MM;2021;2025;4;24.9;22.0;-11.65;20.97;-26.97;✅ Boa gestão — ficou abaixo do IPCA
LIMA C PILOT MANUAL 08 DE 21MM;2021;2025;4;24.9;22.0;-11.65;20.97;-26.97;✅ Boa gestão — ficou abaixo do IPCA
CALCADOR PAIVA N1;2023;2025;3;7.98;6.36;-20.3;9.3;-27.03;✅ Boa gestão — ficou abaixo do IPCA
ÁGUA DE COCO 1 LT;2015;2024;7;9.5;10.96;15.37;58.06;-27.05;✅ Boa gestão — ficou abaixo do IPCA
SERINGA 10ML, SEM AGULHA;2015;2021;4;0.42;0.42;-0.59;36.22;-27.06;✅ Boa gestão — ficou abaixo do IPCA
BROCA DE BAIXA ROTAÇÃO CARBIDE N° 1;2019;2024;5;3.85;3.75;-2.6;33.47;-27.08;✅ Boa gestão — ficou abaixo do IPCA
BOTAO AGUA  SERINGA OLSEN;2022;2025;4;39.6;33.0;-16.67;14.35;-27.11;✅ Boa gestão — ficou abaixo do IPCA
FICHA DE ATENDIMENTO SAMU .;2018;2022;4;7.99;7.39;-7.51;26.94;-27.13;✅ Boa gestão — ficou abaixo do IPCA
LÂMPADA INFRAVERMELHO 220 V - 150 W PARA FISIOTERAPIA;2018;2023;6;148.0;143.2;-3.24;32.8;-27.14;✅ Boa gestão — ficou abaixo do IPCA
PLOTAGEM DE VEÍCULO;2019;2021;3;107.48;90.0;-16.26;15.03;-27.2;✅ Boa gestão — ficou abaixo do IPCA
COMPRESSOR 2HP ALTERNATIVO.;2016;2018;3;903.85;702.56;-22.27;6.81;-27.23;✅ Boa gestão — ficou abaixo do IPCA
PASTA CATALOGO;2015;2020;3;7.49;6.74;-10.01;23.77;-27.24;✅ Boa gestão — ficou abaixo do IPCA
CLORIDRATO DE CICLOBENZAPRINA 5MG CPR;2016;2019;3;0.11;0.09;-20.35;11.41;-27.27;✅ Boa gestão — ficou abaixo do IPCA
CLORETO DE SÓDIO  20% SOL INJ.;2016;2019;3;0.24;0.19;-19.15;11.41;-27.27;✅ Boa gestão — ficou abaixo do IPCA
ATORVASTATINA 10MG CPR;2016;2019;3;0.23;0.19;-17.39;11.41;-27.27;✅ Boa gestão — ficou abaixo do IPCA
DOXAZOSINA 2MG CPR;2016;2020;4;0.12;0.1;-16.67;16.45;-27.27;✅ Boa gestão — ficou abaixo do IPCA
DIPIRONA 500MG CPR, EM BLISTER;2020;2023;4;0.13;0.12;-12.53;21.81;-27.27;✅ Boa gestão — ficou abaixo do IPCA
PLACA ELETRÔNICA AR ELECTROLUX;2015;2018;3;303.25;250.24;-17.48;13.53;-27.31;✅ Boa gestão — ficou abaixo do IPCA
TERMINAL C/ SPRAY DABI ATLANTE;2022;2025;4;163.24;135.6;-16.93;14.35;-27.35;✅ Boa gestão — ficou abaixo do IPCA
SUGADOR VACUO OLSEN;2022;2025;4;155.41;129.0;-16.99;14.35;-27.41;✅ Boa gestão — ficou abaixo do IPCA
VALVULA DE SEGURANÇA 1/4 BSP CALIBRADA EM 43 PSI PARA AUTOCL;2018;2021;4;170.0;147.86;-13.02;19.99;-27.51;✅ Boa gestão — ficou abaixo do IPCA
CENOURA SEM FOLHAS C/ ENTREGA NAS UNIDADES ESCOLARES;2015;2018;3;2.98;2.45;-17.79;13.53;-27.52;✅ Boa gestão — ficou abaixo do IPCA
VALV. DO SUPORTE OLSEN;2022;2025;4;72.3;59.9;-17.15;14.35;-27.55;✅ Boa gestão — ficou abaixo do IPCA
ESTOPIM SERCON;2022;2025;4;25.72;21.3;-17.19;14.35;-27.56;✅ Boa gestão — ficou abaixo do IPCA
CONECTOR (MARATHON);2022;2025;4;29.7;24.6;-17.17;14.35;-27.56;✅ Boa gestão — ficou abaixo do IPCA
PNEU NOVO 750X16 LISO 12 LONAS;2016;2025;8;610.0;685.0;12.3;55.04;-27.57;✅ Boa gestão — ficou abaixo do IPCA
BOTINA C/ ELÁSTICO SOLA PU BI-DENSIDADE COM BICO DE PROTEÇÃO;2015;2019;3;46.08;39.5;-14.28;18.42;-27.6;✅ Boa gestão — ficou abaixo do IPCA
CUBA DE BORRACHA PARA MANIPULAÇÃO DE ALGINATO OU GESSO;2015;2019;3;4.67;4.0;-14.35;18.42;-27.62;✅ Boa gestão — ficou abaixo do IPCA
SACO PLÁSTICO TRANSPARENTE NA MEDIDA 15X30CM;2017;2024;4;40.0;41.8;4.5;44.44;-27.63;✅ Boa gestão — ficou abaixo do IPCA
CASQUETE REGULÁVEL IHG;2019;2024;4;29.5;28.46;-3.53;33.47;-27.7;✅ Boa gestão — ficou abaixo do IPCA
EIXO PINCA C.A DENTFLEX;2022;2025;4;157.33;130.0;-17.37;14.35;-27.74;✅ Boa gestão — ficou abaixo do IPCA
ACICLOVIR 50 MG/G CREME, BISNAGA 10GR.;2019;2023;4;2.05;1.89;-7.8;27.32;-27.75;✅ Boa gestão — ficou abaixo do IPCA
RÉGUA ENDODONTICA MILIMETRADA CALIBRADORA;2020;2025;5;49.4;47.5;-3.85;33.14;-27.79;✅ Boa gestão — ficou abaixo do IPCA
VÁLVULA DE DESCARGA C/ACABAMENTO 1.1/2;2015;2021;6;79.5;78.19;-1.65;36.22;-27.8;✅ Boa gestão — ficou abaixo do IPCA
MINI BAND NÍVEL MÉDIO;2022;2024;3;11.7;9.27;-20.77;9.68;-27.83;✅ Boa gestão — ficou abaixo do IPCA
EXTINTOR PQS ABC 06 KG NOVO;2015;2023;7;180.0;195.82;8.79;50.77;-27.84;✅ Boa gestão — ficou abaixo do IPCA
PNEU NOVO 215/50 R17;2022;2025;3;406.0;335.0;-17.49;14.35;-27.84;✅ Boa gestão — ficou abaixo do IPCA
FIXADOR PARA RADIOGRAFIA - FRASCO COM 475 ML;2019;2024;3;8.98;8.65;-3.67;33.47;-27.84;✅ Boa gestão — ficou abaixo do IPCA
LENÇOL DESCARTÁVEL COM ELÁSTICO (TNT).;2018;2024;4;7.87;7.91;0.51;39.22;-27.85;✅ Boa gestão — ficou abaixo do IPCA
CHAPA ALUMINIO 30CM;2015;2021;6;19.99;19.64;-1.75;36.22;-27.86;✅ Boa gestão — ficou abaixo do IPCA
FITA ISOLANTE PRETA 20MT;2015;2017;3;4.8;3.79;-21.04;9.43;-27.92;✅ Boa gestão — ficou abaixo do IPCA
TUBO DE CONCRETO COM D = 500 MM;2018;2023;3;46.5;44.5;-4.3;32.8;-27.93;✅ Boa gestão — ficou abaixo do IPCA
ESPONJA;2018;2020;3;1.83;1.44;-21.31;9.02;-27.95;✅ Boa gestão — ficou abaixo do IPCA
SONDA NASAL PARA ALIMENTAÇÃO ENTERAL Nº 12;2015;2024;8;7.4;8.42;13.78;58.06;-27.97;✅ Boa gestão — ficou abaixo do IPCA
SONDA NASAL PARA ALIMENTAÇÃO ENTERAL Nº 10;2015;2024;8;7.4;8.42;13.78;58.06;-27.97;✅ Boa gestão — ficou abaixo do IPCA
MAO DE OBRA DIVERSOS;2017;2021;3;16.38;14.69;-10.34;24.48;-27.99;✅ Boa gestão — ficou abaixo do IPCA
AAS - ACIDO ACETILSALICILICO TAMPONADO 81MG;2016;2019;3;0.27;0.21;-20.44;11.41;-28.0;✅ Boa gestão — ficou abaixo do IPCA
CACAU EM PÓ;2015;2023;5;20.7;22.47;8.55;50.77;-28.02;✅ Boa gestão — ficou abaixo do IPCA
PEDRA SANITÁRIA;2018;2024;5;1.5;1.5;0.0;39.22;-28.03;✅ Boa gestão — ficou abaixo do IPCA
PLACA MAE P M3 CHAMPION NOVA - LT;2022;2025;4;341.41;280.8;-17.75;14.35;-28.07;✅ Boa gestão — ficou abaixo do IPCA
CJ PLACA AUTOCLAVE REV 01 ALT;2022;2025;3;710.43;584.0;-17.8;14.35;-28.11;✅ Boa gestão — ficou abaixo do IPCA
PISTAO SCHULZ E PRESSURE;2021;2025;5;67.53;58.7;-13.08;20.97;-28.14;✅ Boa gestão — ficou abaixo do IPCA
JOELHO SOLDAVEL 32MM 90°;2015;2018;4;1.43;1.16;-18.88;13.53;-28.32;✅ Boa gestão — ficou abaixo do IPCA
VELA IGNIÇÃO;2015;2019;5;17.97;15.25;-15.14;18.42;-28.32;✅ Boa gestão — ficou abaixo do IPCA
SONDA ENDOTRAQUEAL EM PVC COM BALÃO Nº 9,0;2015;2024;3;2.79;3.16;13.26;58.06;-28.32;✅ Boa gestão — ficou abaixo do IPCA
CABO DE REDE CX DE 305 M CAT 5;2017;2022;3;322.5;304.0;-5.74;31.69;-28.42;✅ Boa gestão — ficou abaixo do IPCA
BISCOITO DE COCO - SEM LEITE;2018;2024;7;7.18;7.15;-0.42;39.22;-28.48;✅ Boa gestão — ficou abaixo do IPCA
BOCAL DE PORCELANA 220V E-27;2019;2023;5;12.3;11.2;-8.94;27.32;-28.49;✅ Boa gestão — ficou abaixo do IPCA
COLA INSTATÂNEA;2015;2024;4;3.68;4.15;12.77;58.06;-28.53;✅ Boa gestão — ficou abaixo do IPCA
PARACETAMOL 500MG  BLISTER COM 10 COMPRIMIDOS OU ACONDICIONA;2019;2023;4;0.08;0.07;-9.92;27.32;-28.57;✅ Boa gestão — ficou abaixo do IPCA
LEVODOPA 100MG + BENSERAZIDA 25MG COMPRIMIDO BIRRANHURADO (B;2019;2021;3;1.08;0.88;-18.52;15.03;-28.57;✅ Boa gestão — ficou abaixo do IPCA
FLUNARIZINA 10MG CPR;2016;2019;3;0.08;0.06;-18.42;11.41;-28.57;✅ Boa gestão — ficou abaixo do IPCA
AMITRIPTILINA , CLORIDRATO 25MG CPR.;2019;2023;3;0.08;0.08;1.27;27.32;-28.57;✅ Boa gestão — ficou abaixo do IPCA
RISPERIDONA 3MG CPR;2016;2020;4;0.22;0.19;-13.64;16.45;-28.57;✅ Boa gestão — ficou abaixo do IPCA
NITROFURANTOÍNA 100 MG CAPSULA, EM BLISTER.;2019;2021;3;0.25;0.2;-20.0;15.03;-28.57;✅ Boa gestão — ficou abaixo do IPCA
ORÉGANO.;2015;2023;5;3.99;4.3;7.77;50.77;-28.57;✅ Boa gestão — ficou abaixo do IPCA
LÂMPADA DICRÓICA 15V - 150W GZ6,35 PARA COLPOSCÓPIO DF VASCO;2018;2021;4;120.47;103.17;-14.36;19.99;-28.62;✅ Boa gestão — ficou abaixo do IPCA
